Donor Agency,Project Title,Aid Modality,Type Of Assistance,Primary Sector,Implementing Agency,Date of Agreement Signed,Date of Agreement Effective,Date of Planned Completion,Type of PIU,Status,AMP ID,Cumulative Commitment,Cumulative Disbursement,2007 Q1 Actual Disbursements,2007 Q2 Actual Disbursements,2007 Q3 Actual Disbursements,2007 Q4 Actual Disbursements,2008 Q1 Actual Disbursements,2008 Q2 Actual Disbursements,2008 Q3 Actual Disbursements,2008 Q4 Actual Disbursements,2009 Q1 Actual Disbursements,2009 Q2 Actual Disbursements,2009 Q3 Actual Disbursements,2009 Q4 Actual Disbursements,2010 Q1 Actual Disbursements,2010 Q2 Actual Disbursements,2010 Q3 Actual Disbursements,2010 Q4 Actual Disbursements,2011 Q1 Actual Disbursements,2011 Q2 Actual Disbursements,2011 Q3 Actual Disbursements,2011 Q4 Actual Disbursements,Total Actual Disbursements
United States Agency for International Development,COMMUNITY BASED MANAGEMENT OF CHIA LAGOON WATERSHED,Direct Project Support,Grant,AGRICULTURE, ,01/10/2004,01/10/2004,03/12/2007,NGO,Ongoing,8722611910045,2074852,1971103,140206, , ,287149, , , , , , , , , , , , , , , , ,427355
United States Agency for International Development,PSI SOCIAL MARKETING,Direct Project Support,Grant,HEALTH, ,30/06/2005,,30/09/2008,NGO,Closed,8722612510034,11420004,11759543, ,628112,1545474,815442,844317, , ,1661608,1674776,465801, , , , , , , , , , ,7635530
United States Agency for International Development,CONTROL OF DIARRHEA DISEASES,Direct Project Support,Grant,HEALTH,POPULATION SERVICES INTERNATIONAL (PSI),01/08/2006,,30/09/2009,NGO,Closed,8722612510025,500000,1208175, , , , , ,93311, ,914864,200000, , , , , , , , , , , ,1208175
United States Agency for International Development,Evaluation of JHPIEGO Malawi Activities,Direct Project Support,Grant,HEALTH, ,01/01/2007,,31/03/2007,NGO,Closed,8722612510015,88720,2110,990, , , , , , , , , , , , , , , , , , , ,990
United States Agency for International Development,CAPTIVE FISHERIES FOR INCOME AND STRENGTHENED HOUSEHOLDS - C-FISH,Direct Project Support,Grant,AGRICULTURE,Concern Universal,01/10/2007,01/10/2007,31/08/2010,NGO,Closed,8722611910014,1011903,1000900, , ,13890,34930,81397,59739,270041,72000,122000,57903,120097,123000,44000,1903, , , , , , ,1000900
United States Agency for International Development,INCREASING THE AVAILABILTY AND QUALITY OF HIV/AIDS RELATED SERVICES IN MALAWI,Direct Project Support,Grant,HEALTH, ,13/05/2003,,14/05/2007,NGO,Ongoing,8722612510010,13544910,13336297, ,296017,-40782,-6059,1096, , , , , , , , , , , , , , , ,250272
United States Agency for International Development,DAIRY BUSINESS DEVELOPMENT PROGRAM,Direct Project Support,Grant,AGRICULTURE, ,01/10/2003,01/10/2003,30/09/2006,NGO,Closed,872261199999,6300000,5093760,11050, ,76360,15340, , , , , , , , , , , , , , , , ,102750
United States Agency for International Development,REDUCING RISK OF HIV AMONG MALAWIANS THROUGH BEHAVIOUR CHANGE AND COMMUNICATION,Direct Project Support,Grant,HEALTH, ,01/07/2003,,30/06/2008,NGO,Ongoing,872261259993,9031568,9666614,322260,424893,423322,710633,462011,736576,700934,826910, , , , , , , , , , , , ,4607539
United States Agency for International Development,TITI POST TEST PROJECT,Direct Project Support,Grant,HEALTH, ,03/09/2007,,31/03/2009,NGO,Ongoing,872261259990,4577,4577, , , , , , , ,4577, , , , , , , , , , , , ,4577
United States Agency for International Development,STUDY OF MALAWI'S 2006 AGRICULTURE INPUTS SUBSIDY PROGRAM,Direct Project Support,Grant,AGRICULTURE, ,21/02/2007,21/02/2007,30/01/2008,NGO,Ongoing,872261199979,99975,99975, ,80184, ,19791, , , , , , , , , , , , , , , , ,99975
United States Agency for International Development,"MCC- TECHINICAL ASSISTANCE TO ACB, DPP, MALAWI POLICE, LAW COMMISSION",Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,United States Agency for International Development,01/02/2006,,29/02/2008,NGO,Ongoing,872261259942,3580000,3102976,493635, ,719193,-1404,392976,247245,24226,36040, , , , , , , , , , , , ,1911911
United States Agency for International Development,MCC- STRENGTHENING THE NATIONAL ASSEMBLY COMMITTEE DEPARTMENT,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE, ,01/02/2006,,31/08/2008,NGO,Ongoing,872261259929,3221700,2783185,124599,232894,429706,194573,189764,94270, , , , , , , , , , , , , , ,1265806
United States Agency for International Development,SUPPORT TO THE PRIVATE SECTOR NATIONAL ACTION GROUP,Direct Project Support,Grant,"TRADE, INDUSTRY AND PRIVATE SECTOR DEVELOPMENT", ,01/07/2005,01/07/2005,13/12/2007,NGO,Ongoing,872261199928,180037,177093,16869,16145,14952, , , , , , , , , , , , , , , , , ,47966
United States Agency for International Development,MCC- SUPPORT TO MALAWIAN EFFORTS TO ROLL BACK ON CORRUPTION AND ENCOURAGE FISCAL RESPONSIBILITY,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE, ,01/04/2006,,31/03/2008,NGO,Closed,872261259927,8443060,8222679,1154626,867403,1531061,1581778, , , , , , , , , , , , , , , , ,5134868
United States Agency for International Development,ENHANCING CAPACITY ACROSS SECTORS IN TRANSITION (FORECAST),Direct Project Support,Grant,EDUCATION,WORLD LEARNING INC,27/08/2007,,30/08/2010,NGO,Ongoing,872261259924,775955,1501842, ,11431,67883,36717,39027,96024,94802,65865,56010,66103,34048,495366,63544,115654,208400,50968, , , , ,1501842
United States Agency for International Development,UNIVERSITY PARTNERSHIP FOR INSTITUTIONAL CAPACITY- PRIMARY,Direct Project Support,Grant,EDUCATION, ,12/05/2001,,11/06/2006,NGO,Closed,872261259913,4171622,4164241,1767, , , , ,23334, , , , , , , , , , , , , , ,25101
United States Agency for International Development,PRIMARY SCHOOL SUPPORT PROGRAM,Direct Project Support,Grant,EDUCATION, ,01/01/2006,,31/12/2008,NGO,Ongoing,872261259904,6930449,6894048,339614,587135,233290,1012134,467733,496946,517581,522376, , , , , , , , , , , , ,4176809
United States Agency for International Development,"""IN MY VILLAGE"" ANTI-HIV/AIDS COMMUNITY RADIO PILOT PROJECT",Direct Project Support,Grant,HEALTH, ,01/01/2006,,30/09/2006,NGO,Closed,872261259896,232970,232971, , , , ,8551, , , , , , , , , , , , , , , ,8551
United States Agency for International Development,MALAWI EDUCATION SUPPORT ACTIVITY,Direct Project Support,Grant,EDUCATION, ,07/01/2003,,31/01/2006,NGO,Closed,872261259884,5500000,5012720,390, , , ,18230, , , , , , , , , , , , , , , ,18620
United States Agency for International Development,ENHANCING HOUSEHOLD REVENUE FROM PARTICIPATION IN COMMUNITY BASED NRM,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Development Alternatives Incorporated,01/03/2004,01/03/2004,31/03/2009,NGO,Closed,872261199883,17849710,17380841,542351,662639,414122,229138,405988,457820,317294,218001,513476, , ,85705, , , , , , , , ,3846534
United States Agency for International Development,DEEPENING THE MICROFINANCE SECTOR (DMS) IN MALAWI,Direct Project Support,Grant,"TRADE, INDUSTRY AND PRIVATE SECTOR DEVELOPMENT",Chemonics International,10/09/2004,08/09/2004,30/09/2009,NGO,Closed,872261199863,4598326,4721421,515280,172440,354130,237830,227816,161966,224460,1230383,261501,148974,30054,24122, , , , , , , , ,3588956
United States Agency for International Development,Support for Agriculturally-linked Enterprises (SALES),Direct Project Support,Grant,AGRICULTURE, ,01/03/2004,01/03/2004,,NGO,Ongoing,872261199857,6700000,3952820,64530,48140, , , , , , , , , , , , , , , , , , ,112670
United States Agency for International Development,START PROGRAM,Direct Project Support,Grant,EDUCATION, ,01/12/2003,,31/08/2007,NGO,Closed,872261259815,400000,490000, ,91000,181000,181000, , , , , , , , , , , , , , , , ,453000
United States Agency for International Development,"MALAWI EDUCATION SECTOR POLICY, PLANNING AND EMIS PROJECT",Direct Project Support,Grant,EDUCATION,Ministry of Health,01/07/2003,,27/08/2006,None,Closed,872261259809,2345000,2073660,250000,13000,96000,127660, , , , , , , , , , , , , , , , ,486660
United States Agency for International Development,CENTRAL CONTRACEPTIVE PROCUREMENT,Direct Project Support,Grant,HEALTH, ,01/01/2006,,,NGO,Closed,872261259799,1378000,1002010,280010, , , , , , , , , , , , , , , , , , , ,280010
United States Agency for International Development,IMPROVING LIVELIHOODS THROUGH INCREASING FOOD SECURITY,Direct Project Support,Grant,AGRICULTURE,Catholic Relief Services - USCC,01/07/2004,06/09/2004,30/09/2009,NGO,Closed,872261199796,11672510,13891083,262502,2898160,588342, ,91412,1006120, ,6632517,2034426, , , , , , , , , , , ,13513479
United States Agency for International Development,PARTICIPANT TRAINING,Direct Project Support,Grant,EDUCATION, ,01/12/2003,,28/08/2008,NGO,Ongoing,872261259775,2139750,879530,84170,5160, , , , , , , , , , , , , , , , , , ,89330
United States Agency for International Development,Enhancing and Promoting Biodiversity and Community Collaboration in the conservation of Majete Wildlife Reserve,Direct Project Support,Grant,"TOURISM, WILDLIFE AND CULTURE", ,01/07/2005,01/07/2005,30/11/2008,NGO,Closed,872261199764,600000,562972, ,88000,47921,12568, , ,170340, , , , , , , , , , , , , ,318829
World Bank ,Malawi - Financial Sector Technical Assistance Project,Direct Project Support," - Grant
 - Loan",PUBLIC ADMINISTRATION,Ministry of Finance,02/11/2011,22/12/2011,31/08/2016,Embedded,Ongoing,8722617610934,28700000,13974813, , , , , , , , , , , , , , , ,150000,39990,653,1440750, ,1631393
World Bank ,Mining Governance and Growth Support Project,Direct Project Support," - Grant
 - Loan",ENERGY AND MINING,Ministry of Energy and Mines,02/11/2011,23/08/2012,30/09/2016,None,Ongoing,8722617610998,25500000,8399539, , , , , , , , , , , , , , , , , , , ,36753,36753
World Bank ,Malawi Third Social Action Fund (MASAF 3) APL II (LDF Mechanism),Direct Project Support," - Grant
 - Loan"," - AGRICULTURE
 - EDUCATION
 - PUBLIC ADMINISTRATION
 - ROADS, PUBLIC WORKS AND TRANSPORT",Local Development Fund,28/11/2008,24/03/2009,30/09/2013,Parallel,Ongoing,8722613610621,64000000,53158786, , , , , , , , , , , , , , , , , ,5086560, ,906453,5993013
World Bank ,"Irrigation, Rural Livelihoods and Agriculture Development Project (IRLAD) - WB",Direct Project Support," - Grant
 - Loan","WATER, SANITATION AND IRRIGATION",Ministry of Irrigation and Water Development,01/07/2005,01/07/2005,30/06/2012,Parallel,Ongoing,872261149772,65000000,99702488.84,406770,2466315,3754811,682460,597919,1319292,1631499,2503754,1759191,840344,1926369,2695698,1579715,2631887,210142,1096908.123,6798328.33,4291059.847,326997.698,5503407.084,43022867.09
World Bank ,NAC Pooled Funding,Sector Support - NAC," - Grant
 - Loan",HEALTH,"Nutrition, HIV and AIDS and National AIDS Commission",01/07/2003,01/07/2003,31/03/2009,None,Ongoing,872261149886,35000000,31503324,4150000, , , , ,569132,120070, , , , , , , , , , ,1891122,873000, ,7603324
World Bank ,Project to Improve Education Quality in Malawi- EDUCATION SWAp,Education SWAp - Pooled,Loan,EDUCATION,"Ministry of Education, Science and Technology",22/11/2010,01/02/2011,30/06/2015,None,Ongoing,8722615410531,0,39414996, , , , , , , , , , , , , , , ,5090600, , ,7849200, ,12939800
World Bank ,Fast Track Initiative (FTI) Supoort,Education SWAp - Pooled,Grant,EDUCATION,"Ministry of Education, Science and Technology",17/03/2010,01/02/2011,30/06/2013,Embedded,Ongoing,8722617210903,90000000,71565900, , , , , , , , , , , , , , , ,15000000, , ,23208000, ,38208000
World Bank ,Health SWAP Pooled Funding II and III," - Health SWAp - Discrete
 - Health SWAp - Pooled"," - Grant
 - Technical Assistance",HEALTH,Ministry of Health,25/05/2009,25/05/2009,23/03/2012,None,Ongoing,872261149882,20000000,16848851, , , , ,3000000, , , , , , , , , , , , , , , ,3000000
World Bank ,Malawi: Shire River Basin Management Program (Phase 1 and GEF),Direct Project Support," - Grant
 - Loan"," - AGRICULTURE
 - PUBLIC ADMINISTRATION
 - TRADE, INDUSTRY AND PRIVATE SECTOR DEVELOPMENT
 - WATER, SANITATION AND IRRIGATION"," - Ministry of Agriculture and Food Security
 - Ministry of Irrigation and Water Development",29/04/2011,29/04/2011,01/06/2012,None,Ongoing,8722617610996,131500000,27345694, , , , , , , , , , , , , , , ,720000, , ,416869, ,1136869
World Bank ,Second National Water Development Project (World Bank),Direct Project Support," - Grant
 - Loan","WATER, SANITATION AND IRRIGATION",Ministry of Irrigation and Water Development,01/07/2007,01/07/2007,30/06/2012,Parallel,Ongoing,872261149744,191948432,140811014.3, ,3995613,1316281,377368.311,2736237, ,1759863,1200159, ,2724026,3909705,3596858, ,2116553,223728,757872,1981708,427845,7823937,9944098,44891851.31
World Bank ,Regional Communications Infrastructure Program - Phase 3,Direct Project Support,Loan,INFORMATION TECHNOLOGY, ,17/07/2009,14/10/2009,28/02/2015,Parallel,Ongoing,8722613610620,13500000,9289326, , , , , , , , , ,1650000,338683,105974, ,240614, ,1273643,70770,566789,509079,831665,5587217
World Bank ,Multi-Sectoral HIV/Aids Project (MAP),Sector Support - NAC,Grant,HEALTH, ,02/06/2004,02/06/2004,31/12/2008,None,Ongoing,8722612610572,35000000,27178577, , , , , , , , , , , , ,6629761, ,4955878, , ,4824294,4853802, ,21263735
World Bank ,Agricultural Sector Development Programme Support Project SIL,Agriculture SWAp -Pool," - Grant
 - Loan",AGRICULTURE,Ministry of Agriculture and Food Security,09/09/2009,14/12/2009,15/09/2013,None,Ongoing,8722611610404,32680000,39320411.18, ,183041,125932, ,24558.18, , , , , ,4901624, ,1210386,782984,4169626,1824026,3783342,1004110,1004110,752027,19765766.18
World Bank ,Business Environment Strengthening (BESTAP),Direct Project Support,Grant,"TRADE, INDUSTRY AND PRIVATE SECTOR DEVELOPMENT",Ministry of Industry and Trade,01/07/2007,01/07/2007,30/06/2012,Parallel,Closed,872261149829,18903216.17,16341567.48, ,2000000, , ,624604,447560,1283989,812855,632654,792019,1437482,1176077,1623854,2448823,792602,531561,1737487.481, , , ,16341567.48
World Bank ,Education Sector Support Project,Direct Project Support,Grant,EDUCATION,"Ministry of Education, Science and Technology",01/07/2005,01/07/2005,30/06/2010,Parallel,Closed,872261149770,32200000,33826485.41,1480000,2146000, , ,4425193,2990000,2675463, , ,1109106,1908456,1781795,3254830,1209827, ,781815.412,5100000, , , ,28862485.41
World Bank ,Community Based Rural Land Development,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Ministry of Lands and Housing,01/07/2004,01/07/2004,30/06/2009,Parallel,Closed,872261149753,27000000,29845096,1850000,4865000, ,4690000,1945000,1260000, ,490997, ,242279,557473,877642,4789479, , , ,1041821, , , ,22609691
World Bank ,Protecting Early Childhood Development in Malawi - Rapid Social Response (RSR),Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS", ,,,,None,Ongoing,8722617610933,1500000,895025, , , , , , , , , , , , , , , ,515025, ,380000, , ,895025
World Bank ,Malawi Third Social Action Fund (MASAF 3) (LDF Mechanism),Direct Project Support,Loan," - AGRICULTURE
 - EDUCATION
 - PUBLIC ADMINISTRATION
 - ROADS, PUBLIC WORKS AND TRANSPORT", ,28/11/2008,24/03/2009,30/09/2013,Parallel,Ongoing,8722613610621,50000000,47314775, , , , , , , , ,17769364, ,6487541,4073267,11779414, ,2170798, ,5034391, , , ,47314775
World Bank ,MGDS Budget Support (2007-2011),Budget Support," - Grant
 - Loan",ECONOMIC GOVERNANCE,Ministry of Finance,01/07/2007,01/07/2007,31/07/2011,None,Ongoing,872261149871,160000000,102676832, ,20000000, , ,30000000, , , , , , ,52527429,149403, , , , , , , ,102676832
World Bank ,Malawi Agricultural Sector Investment Programme,Direct Project Support,Grant,AGRICULTURE,Ministry of Agriculture and Food Security,01/07/2007,01/07/2007,30/06/2008,None,Ongoing,872261149830,650000,1868199,250000, , , , , , , , , , , , ,1226963, ,391236, , , , ,1868199
World Bank ,Malawi-Mozambique Power Interconnection including rehabilitation of Tedzani I & II,Direct Project Support,Loan,ENERGY AND MINING,Electricity Supply Corporation of Malawi,01/07/2004,01/07/2004,30/06/2006,None,Ongoing,872261149804,350000,217970, ,217970, , , , , , , , , , , , , , , , , , ,217970
World Bank ,Infrastructure Services Project,Direct Project Support,Grant,"ROADS, PUBLIC WORKS AND TRANSPORT",Ministry of Economic Planning and Development,01/07/2004,01/07/2004,30/06/2011,Parallel,Ongoing,872261149795,46000000,38504586.06,168000,1888000,379730,730530,1374171,487108,808690,699118,939694,490680,895683,558469,654304,1223727, ,1662805,2828422,2385186.055,4310328,6008666,28493311.06
World Bank ,Privatization and Utility Reform Project,Direct Project Support,Loan,"TRADE, INDUSTRY AND PRIVATE SECTOR DEVELOPMENT",Privatization Commission,01/07/2001,01/07/2001,30/06/2007,NGO,Closed,872261149783,28900000,19936923,134509,1498144, ,86270, , , , , , , , , , , , , , , , ,1718923
World Bank ,MASAF III,Direct Project Support," - Grant
 - Loan","VULNERABILITY, DISASTER AND RISK MANAGEMENT",Ministry of Economic Planning and Development,01/07/2003,01/07/2003,30/07/2006,None,Closed,872261149765,60000000,56397244, , , , , , , , , , , ,4073267, , , , , , , , ,4073267
World Bank ,"Financial Management, Transparency and Accountability Project (FIMTAP)",Direct Project Support,Loan,ECONOMIC GOVERNANCE,Office of the President and Cabinet,01/07/2003,01/07/2003,30/06/2008,None,Closed,872261149760,23700000,20187851,1069350,2881656,1410570,627110,1677994,1302927, , , , , , , , , , , , , , ,8969607
World Food Programme,Country Programme 200287,Direct Project Support,Grant," - EDUCATION
 - HEALTH
 - VULNERABILITY, DISASTER AND RISK MANAGEMENT"," - Ministry of Education, Science and Technology
 - Ministry of Health
 - Poverty and Disaster Management Affairs",01/03/2012,01/03/2012,31/12/2016, ,Ongoing,8722628711535,109893112,38868220, , , , , , , , , , , , , , ,41600, , ,1066666,9490229,3185,10601680
World Food Programme,Refugee Protracted Relief and Recovery Operation,Direct Project Support,Grant,"VULNERABILITY, DISASTER AND RISK MANAGEMENT"," - Ministry of Home Affairs and Internal Security
 - Red Cross",01/01/2010,01/01/2010,31/12/2012,None,Closed,8722612910173,7458780.592,4359385,143240,171021,186277,1084263,621089,104545,172853,45200,41727,1292343, ,-1313074,258730,310195,350091,311136,254716,21696, , ,4056048
World Food Programme,Protracted Relief and Recovery Operation (PRRO),Direct Project Support,Grant,"VULNERABILITY, DISASTER AND RISK MANAGEMENT", ,01/01/2008,01/01/2008,31/12/2010,None,Ongoing,8722612910186,188250720,120844501, , ,2338291,4379451,7697521,9584141,3817610,5977890,1042758,4676538,5819663,-2503112,1665702,4095055,2356406,1263250,1982789,616068,1284036, ,56094057
